art,rrc00,148.6
art,rrc01,159.9
art,rrc02,154.5
art,rrc03,156.8
art,rrc04,158.4
art,rrc05,159.5
art,rrc06,159.4
art,rrc07,155.3
art,rrc10,155.7
art,rrc11,156.9
art,rrc12,157.7
art,rrc13,152.8
art,rrc14,159.3
art,rrc15,151.0
art,rrc16,160.7
art,rrc18,161.1
art,rrc19,160.0
art,rrc20,155.7
art,rrc21,158.8
art,rrc22,160.9
art,rrc23,161.3
art,rrc24,160.0
sail,rrc00,95.9
sail,rrc01,98.7
sail,rrc02,96.8
sail,rrc03,98.4
sail,rrc04,100.0
sail,rrc05,98.6
sail,rrc06,96.0
sail,rrc07,97.6
sail,rrc10,97.4
sail,rrc11,96.3
sail,rrc12,99.9
sail,rrc13,98.8
sail,rrc14,98.5
sail,rrc15,94.9
sail,rrc16,98.7
sail,rrc18,99.0
sail,rrc19,98.7
sail,rrc20,95.7
sail,rrc21,98.7
sail,rrc22,97.2
sail,rrc23,98.7
sail,rrc24,98.7
poptrie,rrc00,40.4
poptrie,rrc01,43.0
poptrie,rrc02,43.4
poptrie,rrc03,43.6
poptrie,rrc04,43.5
poptrie,rrc05,43.0
poptrie,rrc06,43.6
poptrie,rrc07,43.6
poptrie,rrc10,42.8
poptrie,rrc11,42.7
poptrie,rrc12,43.7
poptrie,rrc13,42.5
poptrie,rrc14,43.0
poptrie,rrc15,42.0
poptrie,rrc16,43.8
poptrie,rrc18,43.8
poptrie,rrc19,42.7
poptrie,rrc20,43.5
poptrie,rrc21,43.7
poptrie,rrc22,42.9
poptrie,rrc23,43.8
poptrie,rrc24,43.6
dxr,rrc00,22.6
dxr,rrc01,24.3
dxr,rrc02,27.8
dxr,rrc03,23.8
dxr,rrc04,24.4
dxr,rrc05,24.5
dxr,rrc06,24.4
dxr,rrc07,24.1
dxr,rrc10,24.3
dxr,rrc11,24.3
dxr,rrc12,24.0
dxr,rrc13,24.3
dxr,rrc14,24.0
dxr,rrc15,24.1
dxr,rrc16,24.3
dxr,rrc18,24.3
dxr,rrc19,24.2
dxr,rrc20,23.8
dxr,rrc21,24.4
dxr,rrc22,24.3
dxr,rrc23,24.3
dxr,rrc24,24.0
