art,rrc00,380.9
art,rrc01,420.7
art,rrc02,393.5
art,rrc03,409.7
art,rrc04,414.0
art,rrc05,415.4
art,rrc06,416.1
art,rrc07,397.1
art,rrc10,397.7
art,rrc11,403.3
art,rrc12,414.6
art,rrc13,386.3
art,rrc14,420.2
art,rrc15,382.3
art,rrc16,428.5
art,rrc18,426.4
art,rrc19,424.9
art,rrc20,326.3
art,rrc21,416.7
art,rrc22,425.9
art,rrc23,427.0
art,rrc24,417.4
sail,rrc00,293.0
sail,rrc01,321.6
sail,rrc02,317.9
sail,rrc03,312.9
sail,rrc04,252.2
sail,rrc05,257.3
sail,rrc06,264.6
sail,rrc07,248.8
sail,rrc10,255.3
sail,rrc11,258.6
sail,rrc12,262.4
sail,rrc13,249.7
sail,rrc14,264.4
sail,rrc15,242.0
sail,rrc16,269.0
sail,rrc18,270.4
sail,rrc19,266.5
sail,rrc20,253.2
sail,rrc21,264.0
sail,rrc22,270.5
sail,rrc23,269.4
sail,rrc24,267.3
poptrie,rrc00,134.9
poptrie,rrc01,153.4
poptrie,rrc02,146.9
poptrie,rrc03,147.9
poptrie,rrc04,153.0
poptrie,rrc05,148.9
poptrie,rrc06,153.2
poptrie,rrc07,147.6
poptrie,rrc10,145.8
poptrie,rrc11,152.1
poptrie,rrc12,148.5
poptrie,rrc13,148.9
poptrie,rrc14,153.2
poptrie,rrc15,145.9
poptrie,rrc16,153.1
poptrie,rrc18,153.7
poptrie,rrc19,152.1
poptrie,rrc20,147.1
poptrie,rrc21,149.7
poptrie,rrc22,153.6
poptrie,rrc23,100.7
poptrie,rrc24,148.3
dxr,rrc00,36.8
dxr,rrc01,38.7
dxr,rrc02,39.3
dxr,rrc03,39.0
dxr,rrc04,39.6
dxr,rrc05,39.2
dxr,rrc06,39.1
dxr,rrc07,39.2
dxr,rrc10,37.7
dxr,rrc11,38.9
dxr,rrc12,38.9
dxr,rrc13,39.1
dxr,rrc14,39.2
dxr,rrc15,39.2
dxr,rrc16,35.5
dxr,rrc18,37.3
dxr,rrc19,38.6
dxr,rrc20,39.0
dxr,rrc21,39.2
dxr,rrc22,38.9
dxr,rrc23,39.2
dxr,rrc24,39.0
