art,rrc00,269.2
art,rrc01,328.0
art,rrc02,318.1
art,rrc03,315.6
art,rrc04,322.6
art,rrc05,321.7
art,rrc06,307.8
art,rrc07,307.5
art,rrc10,304.7
art,rrc11,297.7
art,rrc12,321.9
art,rrc13,297.6
art,rrc14,320.9
art,rrc15,285.8
art,rrc16,331.2
art,rrc18,324.1
art,rrc19,312.6
art,rrc20,300.8
art,rrc21,325.0
art,rrc22,324.6
art,rrc23,332.3
art,rrc24,330.3
sail,rrc00,302.4
sail,rrc01,313.4
sail,rrc02,296.8
sail,rrc03,310.4
sail,rrc04,311.3
sail,rrc05,312.6
sail,rrc06,311.8
sail,rrc07,307.0
sail,rrc10,306.3
sail,rrc11,308.4
sail,rrc12,311.3
sail,rrc13,304.3
sail,rrc14,311.6
sail,rrc15,303.2
sail,rrc16,314.1
sail,rrc18,313.7
sail,rrc19,313.8
sail,rrc20,306.8
sail,rrc21,312.3
sail,rrc22,312.9
sail,rrc23,313.0
sail,rrc24,312.7
poptrie,rrc00,115.6
poptrie,rrc01,131.0
poptrie,rrc02,128.8
poptrie,rrc03,129.6
poptrie,rrc04,129.8
poptrie,rrc05,130.0
poptrie,rrc06,129.4
poptrie,rrc07,129.5
poptrie,rrc10,129.8
poptrie,rrc11,129.8
poptrie,rrc12,130.8
poptrie,rrc13,129.0
poptrie,rrc14,130.3
poptrie,rrc15,126.4
poptrie,rrc16,131.6
poptrie,rrc18,130.9
poptrie,rrc19,130.1
poptrie,rrc20,129.5
poptrie,rrc21,130.2
poptrie,rrc22,130.4
poptrie,rrc23,130.7
poptrie,rrc24,129.2
dxr,rrc00,32.0
dxr,rrc01,35.2
dxr,rrc02,41.1
dxr,rrc03,36.8
dxr,rrc04,37.2
dxr,rrc05,37.4
dxr,rrc06,37.1
dxr,rrc07,37.1
dxr,rrc10,37.0
dxr,rrc11,37.0
dxr,rrc12,37.2
dxr,rrc13,37.0
dxr,rrc14,37.1
dxr,rrc15,35.6
dxr,rrc16,37.2
dxr,rrc18,37.3
dxr,rrc19,36.7
dxr,rrc20,36.8
dxr,rrc21,36.9
dxr,rrc22,37.4
dxr,rrc23,37.1
dxr,rrc24,36.7
