art,rrc00,291.3,241.9,298.4,324.1,354.8,384.7,390.8,392.4,393.2,393.8
sail,rrc00,309.9,223.1,271.3,289.8,311.9,317.6,319.5,320.3,320.8,320.9
poptrie,rrc00,115.7,87.6,106.8,113.8,120.5,121.8,122.5,123.4,123.8,124.9
dxr,rrc00,32.4,32.9,40.1,39.9,42.5,43.7,46.1,47.5,50.8,56.5
