art,1,148.3
art,2,294.8
art,3,441.7
art,4,587.2
art,5,729.9
art,6,867.7
art,7,1015.3
art,8,1147.5
art,9,1287.3
art,10,1439.7
art,11,1556.6
art,12,1698.8
art,13,1826.5
art,14,1975.1
art,15,2115.0
art,16,2225.5
art,17,2355.2
art,18,2486.0
art,19,2652.7
art,20,2806.6
art,21,2870.0
art,22,3054.3
art,23,3104.4
art,24,3256.3
art,25,3364.2
art,26,3541.0
art,27,3662.3
art,28,3785.4
art,29,3936.4
art,30,4009.6
art,31,4174.9
art,32,4174.6
art,33,4380.3
art,34,4545.1
art,35,4734.0
art,36,4891.4
art,37,5009.9
art,38,5111.1
art,39,5243.6
sail,1,92.7
sail,2,180.9
sail,3,265.8
sail,4,347.2
sail,5,436.6
sail,6,495.3
sail,7,589.4
sail,8,633.9
sail,9,701.8
sail,10,812.3
sail,11,824.9
sail,12,969.6
sail,13,955.2
sail,14,1049.3
sail,15,1138.7
sail,16,1115.8
sail,17,1328.0
sail,18,1240.6
sail,19,1376.9
sail,20,1426.7
sail,21,1429.5
sail,22,1631.2
sail,23,1560.0
sail,24,1688.6
sail,25,1704.9
sail,26,1771.8
sail,27,1875.6
sail,28,1901.1
sail,29,1973.3
sail,30,2039.7
sail,31,2118.0
sail,32,2204.7
sail,33,2225.7
sail,34,2279.8
sail,35,2372.7
sail,36,2417.7
sail,37,2491.4
sail,38,2617.3
sail,39,2646.4
poptrie,1,40.4
poptrie,2,77.2
poptrie,3,110.5
poptrie,4,141.0
poptrie,5,181.7
poptrie,6,192.7
poptrie,7,232.2
poptrie,8,236.4
poptrie,9,259.3
poptrie,10,311.1
poptrie,11,293.4
poptrie,12,370.1
poptrie,13,336.5
poptrie,14,373.7
poptrie,15,414.2
poptrie,16,376.7
poptrie,17,493.6
poptrie,18,419.3
poptrie,19,481.0
poptrie,20,489.7
poptrie,21,477.4
poptrie,22,574.9
poptrie,23,522.3
poptrie,24,576.6
poptrie,25,569.3
poptrie,26,589.5
poptrie,27,633.9
poptrie,28,638.7
poptrie,29,660.8
poptrie,30,685.8
poptrie,31,717.2
poptrie,32,729.6
poptrie,33,761.6
poptrie,34,767.6
poptrie,35,797.4
poptrie,36,819.8
poptrie,37,841.9
poptrie,38,885.5
poptrie,39,881.9
dxr,1,22.6
dxr,2,43.8
dxr,3,61.1
dxr,4,81.6
dxr,5,96.9
dxr,6,110.8
dxr,7,138.3
dxr,8,136.7
dxr,9,154.7
dxr,10,175.6
dxr,11,176.1
dxr,12,217.9
dxr,13,199.9
dxr,14,225.5
dxr,15,238.9
dxr,16,232.3
dxr,17,280.0
dxr,18,255.9
dxr,19,292.8
dxr,20,291.6
dxr,21,295.9
dxr,22,332.6
dxr,23,321.6
dxr,24,356.8
dxr,25,346.4
dxr,26,366.6
dxr,27,380.8
dxr,28,390.6
dxr,29,415.3
dxr,30,418.8
dxr,31,435.3
dxr,32,439.7
dxr,33,459.6
dxr,34,467.8
dxr,35,483.6
dxr,36,502.1
dxr,37,507.6
dxr,38,525.5
dxr,39,518.0
