art,rrc00,393.8,319.8,438.2,488.5,529.5,549.6,565.6,576.9,585.9,585.1
sail,rrc00,296.3,227.4,277.7,294.8,312.5,316.2,316.8,320.0,318.5,315.8
poptrie,rrc00,173.2,131.4,158.9,168.9,180.3,181.6,182.4,182.9,184.0,184.6
dxr,rrc00,41.8,35.1,45.3,53.1,56.6,57.4,57.9,56.7,58.7,61.2
