art,rrc00,209.6,186.2,229.6,246.7,261.7,267.1,268.9,270.5,271.9,272.3
sail,rrc00,202.8,151.6,185.2,196.1,206.5,209.8,211.3,212.0,212.2,212.6
poptrie,rrc00,85.8,66.3,80.5,85.2,89.7,90.5,90.6,91.3,92.0,92.5
dxr,rrc00,27.8,26.1,34.0,34.6,36.5,36.5,37.0,38.0,39.7,41.7
