art,rrc00,149.0
art,rrc01,160.0
art,rrc02,154.6
art,rrc03,157.1
art,rrc04,158.5
art,rrc05,159.6
art,rrc06,159.5
art,rrc07,155.5
art,rrc10,156.0
art,rrc11,157.1
art,rrc12,157.7
art,rrc13,152.9
art,rrc14,159.5
art,rrc15,151.1
art,rrc16,160.9
art,rrc18,161.1
art,rrc19,160.2
art,rrc20,155.7
art,rrc21,159.0
art,rrc22,161.0
art,rrc23,161.3
art,rrc24,160.3
sail,rrc01,98.8
sail,rrc02,93.1
sail,rrc03,93.5
sail,rrc04,98.5
sail,rrc05,100.5
sail,rrc06,100.5
sail,rrc07,96.2
sail,rrc10,98.0
sail,rrc11,98.2
sail,rrc12,96.8
sail,rrc13,95.9
sail,rrc14,100.4
sail,rrc15,97.1
sail,rrc16,100.7
sail,rrc18,98.7
sail,rrc19,98.6
sail,rrc20,99.5
sail,rrc21,93.7
sail,rrc22,99.0
sail,rrc23,99.1
sail,rrc24,98.7
poptrie,rrc00,43.8
poptrie,rrc01,43.8
poptrie,rrc02,43.4
poptrie,rrc03,43.3
poptrie,rrc04,43.7
poptrie,rrc05,43.8
poptrie,rrc06,43.7
poptrie,rrc07,43.6
poptrie,rrc10,43.1
poptrie,rrc11,43.7
poptrie,rrc12,43.7
poptrie,rrc13,43.5
poptrie,rrc14,43.8
poptrie,rrc15,42.6
poptrie,rrc16,43.8
poptrie,rrc18,43.0
poptrie,rrc19,43.6
poptrie,rrc20,43.5
poptrie,rrc21,43.7
poptrie,rrc22,43.9
poptrie,rrc23,43.9
poptrie,rrc24,43.4
dxr,rrc00,25.8
dxr,rrc01,25.5
dxr,rrc02,28.9
dxr,rrc03,25.3
dxr,rrc04,25.5
dxr,rrc05,25.6
dxr,rrc06,25.6
dxr,rrc07,25.5
dxr,rrc10,25.1
dxr,rrc11,25.4
dxr,rrc12,25.4
dxr,rrc13,25.4
dxr,rrc14,25.5
dxr,rrc15,24.9
dxr,rrc16,25.5
dxr,rrc18,25.8
dxr,rrc19,25.2
dxr,rrc20,25.4
dxr,rrc21,25.6
dxr,rrc22,25.7
dxr,rrc23,25.6
dxr,rrc24,25.5
